Who was the captain of the Yellow Submarine?	Old Fred	Uncle Arthur	Admiral Halsey	Paul's Grandad	TV & Film	2
Who directed the film 'JFK'?	Oliver Stone	Kevin Costner	David Lynch	James Cameron	TV & Film	2
Which film was not directed by Stanley Kubrick?	One flew over the cuckoo's nest	The Shining	2001	Dr. Strangelove	TV & Film	2
Which land did the Blue Meanies invade?	Pepperland	Saltland	Sugarland	Vinegarland	TV & Film	2
Church is a cat in which film?	Pet Semetary	Breakfast At Tiffany's	101 Dalmatians	Men In Black	TV & Film	2
George Darling is a character in which animated film?	Peter Pan	101 Dalmatians	Who Framed Roger Rabbit	Winnie the Pooh	TV & Film	2
Nana is a dog in which film?	Peter Pan	The Wizard Of Oz	101 Dalmatians	Dam Busters	TV & Film	2
Tiger Lily is a character in which animated film?	Peter Pan	Pinocchio	Dumbo	101 Dalmatians	TV & Film	2
Figaro is a cat in which film?	Pinocchio	Peter Pan	The Wizard Of Oz	Men In Black	TV & Film	2
Foulfellow Fox is a character in which animated film?	Pinocchio	Monsters, Inc	Aristocats	Dumbo	TV & Film	2
When you wish upon a star is from which Disney film?	Pinocchio	Cinderella	Snow White	Beauty and the Beast	TV & Film	2
John Smith is a character in which animated film?	Pocahontas	Peter Pan	Tarzan	Dumbo	TV & Film	2
What was the name of Dr Doolittle's parrot?	Polynesia	Tuvalu	Nauru	Fiji	TV & Film	2
Which cartoon character starred in nearly 200 short films between 1933 and 1957?	Popeye	Mickey Mouse	Sylvester Cat	Topcat	TV & Film	2
Dominic Greene was a bad guy in which Bond film?	Quantum of Solace	From Russia with Love	The Spy who loved me	Diamonds are Forever	TV & Film	2
What was the name of the dog in The Waltons?	Reckless	Breathless	Feckless	Old Bess	TV & Film	2
Who had a guest appearance as Rachel's sister in the TV series 'Friends'?	Reese Witherspoon	Julia Roberts	Elle Macpherson	Brooke Shields	TV & Film	2
Who directed the film 'Gladiator'?	Ridley Scott	James Cameron	George Lucas	Anthony Minghella	TV & Film	2
Which Beatle is in danger of losing a finger in the film Help?	Ringo	John	Paul	George	TV & Film	2
Riff Raff is a character in which film?	Rocky Horror Picture Show	Oliver	Lock Stock and Two Smoking Barrels	Jungle Book	TV & Film	2
Who directed the Oscar winning film 'A Beautiful Mind'?	Ron Howard	Peter Jackson	Clint Eastwood	Mel Gibson	TV & Film	2
Who was the voice of Zazu the hornbill in 'The Lion King'?	Rowan Atkinson	Woody Allen	Tom Hanks	Mike Myers	TV & Film	2
Who was the voice of Prince Charming in 'Shrek 2'?	Rupert Everett	George Clooney	Johnny Depp	Bruce Willis	TV & Film	2
Ray Bolger played who in The Wizard of Oz?	Scarecrow	Tinman	Lion	Wizard	TV & Film	2
Who lived in Waratah National Park?	Skippy	ALF	Lassie	Black Beauty	TV & Film	2
Which of the following is not a character in Disney's Ratatouille?	Stefanie	Alfredo Linguini	Colette	Emile	TV & Film	2
What was Norman Bates hobby in the film Psycho?	stuffing birds	stamp collecting	collecting womens shoes	coin collecting	TV & Film	2
Kala is a character in which animated film?	Tarzan	The Jungle Book	Aladdin	101 Dalmatians	TV & Film	2
In which film do the words 'I love you' save the planet?	The Fifth Element	Independance Day	Mars Attacks	The Day the Earth Stood Still	TV & Film	2
Claude Frollo was a character in which animated film?	The Hunchback of Notre Dame	Jungle Book	Tarzan	Peter Pan	TV & Film	2
Esmeralda was a character in which animated film?	The Hunchback of Notre Dame	Aristocats	The Little Mermaid	Aladdin	TV & Film	2
Tao ia a cat in which film?	The Incredible Journey	Men In Black	Aristocats	101 Dalmatians	TV & Film	2
Bomb Voyage was a character in which animated film?	The Incredibles	Toy Story	Aladdin	Monsters, Inc	TV & Film	2
Dash was a character in which animated film?	The Incredibles	Shrek	Toy Story	Madagascar	TV & Film	2
Elastigirl was a character in which animated film?	The Incredibles	Toy Story	Shrek	Monsters, Inc	TV & Film	2
Grey Brother is a character in which animated film?	The Jungle Book	Madagascar	Tarzan	The Lion King	TV & Film	2
Kaa is a character in which animated film?	The Jungle Book	Tarzan	Madagascar	The Lion King	TV & Film	2
Shanti is a character in which animated film?	The Jungle Book	Tarzan	Madagascar	The Lion King	TV & Film	2
Shenzi is a character in which animated film?	The Lion King	The Jungle Book	The Aristocats	Madagascar	TV & Film	2
Zazu is a character in which animated film?	The Lion King	Tarzan	Aladdin	The Incredibles	TV & Film	2
Evil Manta is a character in which animated film?	The Little Mermaid	Finding Nemo	A Bugs Life	Shrek	TV & Film	2
Flotsam is a character in which animated film?	The Little Mermaid	Finding Nemo	Toy Story	Shrek	TV & Film	2
Undertow is a character in which animated film?	The Little Mermaid	Finding Nemo	Cars	101 Dalmatians	TV & Film	2
Which monster role other than Frankenstein's monster was Boris Karloff famous for?	The Mummy	The Werewolf	Dracula	The Creature from the Black Lagoon	TV & Film	2
Which Stanley Kubrick film is based on a  story by Stephan King?	The Shining	Eyes Wide Shut	The Killing	Full Metal Jacket	TV & Film	2
Jennifer Melfi is a Dr. in which TV series?	The Sopranos	E.R.	Greys Anatomy	Quincy	TV & Film	2
"The line ""There's no place like home"" is from which film?"	The Wizard of Oz	The Great Escape	Home Alone	Shrek	TV & Film	2
Toto is a dog in which film?	The Wizard Of Oz	Dam Busters	Back To The Future	Peter Pan	TV & Film	2
What was the name of the evil organisation in 'The man from UNCLE'?	THRUSH	KAOS	SMERSH	SPECTRE	TV & Film	2
Who was the voice of Woody in 'Toy Story'?	Tom Hanks	Bruce Willis	Eddie Murphy	George Clooney	TV & Film	2
What is the name of the Lt. in Star Trek Voyager?	Tom Paris	Tom Rome	Tom Washington	Tom Canberra	TV & Film	2
Who had a guest appearance as Dr Richard Burke in the TV series 'Friends'?	Tom Seeeck	Charlie Sheen	Robin Williams	Ben Stiller	TV & Film	2
Mojo is a dog in which film?	Transformers	Men In Black	The Wizard Of Oz	Peter Pan	TV & Film	2
According to advertising, what make of cars were ‘Tested by dummies, driven by the intelligent’?	Volvo	Ford	Saab	Mercedes	TV & Film	2
Judge Doom is a character in which animated film?	Who Framed Roger Rabbit	The Incredibles	Monsters, Inc	Toy Story	TV & Film	2
Who was the voice of Shenzi the  female hyena in 'The Lion King'? 	Whoopee Goldberg	Elizebeth Taylor	Jodie Foster	Paris Hilton	TV & Film	2
Which film won the first Oscar for best picture ?	Wings	Mutiny on the Bounty	Grand Hotel	All quiet on the western front	TV & Film	2
Which Bond film does a white convertable Toyota 2000 GT play a high speed role?	You only live twice	Octopussy	Live and let die	Dr. No	TV & Film	2
How Many Oscars Did The English Patient Win?	9	5	None	3	TV & Film	3
How many films did Elvis make?	33	13	63	7	TV & Film	3
How many people has Rambo liquidated in all four Rambo films?	220	77	460	1,221	TV & Film	3
In which year did Sesame Street have its US premiere?	1969	1974	1980	1962	TV & Film	3
Max Zorin was a bad guy in which Bond film?	A View to a Kill	The Spy who loved me	Quantum of Solace	Dr No	TV & Film	3
Tom Jones plays himself in which film?	Agnes Brown	Erin Brockovich	Bridget Jones Diary	Tess of the d'Urbervilles	TV & Film	3
What was the first feature length British cartoon?	Animal Farm	Lord of the Rings	When the wind blows	The curse of the Were Rabbit	TV & Film	3
Where does the film The Thing take place?	Antarctic	Arctic	Greenland	Siberia	TV & Film	3
Who invaded Pepperland?	Blue Meanies	Green Meanies	Black Meanies	Grey Meanies	TV & Film	3
"""This is war. This is not a game of cricket"" is a line from which film?"	Bridge on the river Kwai	The Longest Day	The Hill	The Battle of Britain	TV & Film	3
Which brand of cigarette did James Bond smoke?	Chesterfield	Rothmans	Woodbine	Benson and Hedges	TV & Film	3
If one takes inflation into account, which 1960's film was the most expensive film ever made? 	Cleopatra	The Great Escape	The Sound of Music	Zulu	TV & Film	3
What was John Drake better known as?	Danger Man	Superman	6 million dollar man	Iron Man	TV & Film	3
What was the name of the vehicle driven by the Munsters?	Dragula	Munster mobile	Christine	Go Gone mobile	TV & Film	3
Who was the first actress to recieve 1 million dollars for a film?	Elizebeth Taylor	Katherine Hepburn	Audrey Hepburn	Kim Bassinger	TV & Film	3
What kind of car did Starsky and Hutch drive?	Ford Torino	Ford Mustang	Ford Escort	Ford Capri	TV & Film	3
Red Grant was a bad guy in which Bond film?	From Russia with Love	Dr No	Thunderball	Casino Royale	TV & Film	3
Rosa Klebb was a bad girl in which Bond film?	From Russia with Love	Dr No	You only live twice	Quantum of Solace	TV & Film	3
"Which British TV cook was once called ""the most dangerous man in America"" by the Heart and Stroke Foundation?"	Graham Kerr	Jamie Oliver	Gordon Ramsay	Ainsley Harriott	TV & Film	3
Which actor played the unhinged captain in the film 'The Caine Mutiny'?	Humphrey Bogart	Clark Gable	Spencer Tracy	James Cagney	TV & Film	3
Which actor gave his Porsche Spyder the appropriate nickname 'little bastard'?	James Dean	Paul Newman	Steve McQueen	Woody Allen	TV & Film	3
Who was the oldest woman to receive the Best Actress Oscar?	Jessica Tandy	Cher	Liz Taylor	Katherine Hepburn	TV & Film	3
Franz Sanchez was a bad guy in which Bond film?	Licence to Kill	Tomorrow Never Dies	Moonraker	Thunderball	TV & Film	3
Who is the only actress to have won an Oscar for playing a man?	Linda Hunt	Cate Blanchett	Maggie Smith	Liz Taylor	TV & Film	3
In which sci-fi film would you find a robot named BOX?	Logans RUN	Terminator	Alien	Hitchhikers Guide To The Galaxy	TV & Film	3
In which film does Dustin Hoffman play the frightened character Babe Levy?	Marathon Man	All The Presidents Men	Tootsie	Rain Man	TV & Film	3
What is the name of the robot in the sci-fi classic Metropolis?	Maria	Betty	Dot	Hazel	TV & Film	3
Where is the spaceship from in the film Quatermass and Pit?	Mars	Venus	Neptune	Earth	TV & Film	3
'Goodbye Farewell and Amen' was the final episode of which TV series?	MASH	Dallas	Friends	The Muppet Show	TV & Film	3
Which actor has not played the role of Jack Ryan in film?	Matt Damon	Harrison Ford	Alec Baldwin	Ben Affleck	TV & Film	3
What was the name of Daniel's indian friend in the TV series 'Daniel Boone'?	Mingo	Bingo	Ringo	Dingo	TV & Film	3
Mickey Mouse started life with another name, what was it?	Mortimer	Martin	Klaus	Walter	TV & Film	3
In which movie did Jim Broadbent play the character Harold Zidler?	Moulin Rouge	We Were Soldiers	Fargo	Sorority Boys	TV & Film	3
Which cartoonist created Alfred E. Newman?	Norman Mingo	Tex Avery	Jim Davis	Fritz Frelang	TV & Film	3
Kamal Khan was a bad guy in which Bond film?	Octopussy	A View to a Kill	Live and Let Die	Licence to Kill	TV & Film	3
In which film does 007 marry Tracy di Vicenzo?	On Her Majesty's Secret Service	Goldfinger	Casino Royale	You Only Live Twice	TV & Film	3
What is Briggs code number in The Top Secret Life of Edgar Briggs?	OO14	OO77	OO69	OOO7	TV & Film	3
In the film A Hard Days Night, who has a 'very clean' grandad?	Paul	Ringo	John	George	TV & Film	3
Which actor did not play a captain in an 'Airport' film?	Paul Newman	Jack Lemmon	Dean Martin	Charlton Heston 	TV & Film	3
Who was the first actor to receive a Best Actor Oscar posthumously?	Peter Finch	Marlon Brando	Paul Newman	Charlie Chaplin	TV & Film	3
What was the name of the secret organisation in the TV series U.F.O. ?	SHADO	PHOENIX	KAOS	SPECTRE	TV & Film	3
What was Arthur Jefferson's stage name?	Stan Laurel	Harry Houdini	Boy George	Fred Astaire	TV & Film	3
What was the name of 'Lucky Jack' Aubrey's ship in the film Master and Commander?	Surprise	Acheron	Mermaid	Eagle	TV & Film	3
"In which film do the words ""I love you"" save the planet earth?"	The 5th Element	Mars Attacks	Independance Day	The Day After Tomorrow	TV & Film	3
Emilio Largo was a bad guy in which Bond film?	Thunderball	From Russia with Love	Dr No	The Man with the Golden Gun	TV & Film	3
Elliot Carver was a bad guy in which Bond film?	Tomorrow Never Dies	Live and Let Die	Casino Royale	A View to a Kill	TV & Film	3
Where was the Dracula actor Bela Lugosi born?	Transsylvania	Italy	Eygpt	Greenland	TV & Film	3
What kind of car did The Saint drive?	Volvo	Rolls Royce	MG	Triumph	TV & Film	3
James Bond was searching for what kind of airplane in 'Thunderball'?	Vulkan	B-52	707	Piper Cub	TV & Film	3
Which Paulie is a mafia gangster in The Sopranos?	Walnuts	Almonds	Peanuts	Pistachios	TV & Film	3
Which cartoonist created Woody Woodpecker?	Walter Lanz	Fritz Frelang	Tex Avery	Steve Ditko	TV & Film	3
Eddie Valiant is a character in which animated film?	Who Framed Roger Rabbit	Peter Pan	Cinderella	Cars	TV & Film	3
